personalId,serviceDate serviceDate,json
1443852933786,2025-02-02 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""1443852933786"",""firstName"":""ทดสอบ10"",""middleName"":"""",""lastName"":""ทดสอบ"",""fullName"":""ทดสอบ10 ทดสอบ"",""sex"":""หญิง"",""birthDate"":""1992-09-06"",""age"":""32 ปี 5 เดือน 21 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMainOp"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMain"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว"",""claimCode"":""PP1321912142"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""06384759394""},""serviceDate"":{""serviceDate"":""2025-02-02 7:54:00""}}"
2182893981963,2025-02-02 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""2182893981963"",""firstName"":""นิวัด"",""middleName"":"""",""lastName"":""แพน"",""fullName"":""นิวัด แพน"",""sex"":""หญิง"",""birthDate"":""1992-08-28"",""age"":""32 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMainOp"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMain"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว"",""claimCode"":""PP1321912132"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""06384759384""},""serviceDate"":{""serviceDate"":""2025-02-02 7:54:00""}}"
8590601192282,2025-02-03 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""8590601192282"",""firstName"":""นิวัด"",""middleName"":"""",""lastName"":""แพนเอ"",""fullName"":""นิวัด แพนเอ"",""sex"":""หญิง"",""birthDate"":""2005-08-28"",""age"":""19 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMainOp"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMain"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช"",""claimCode"":""PP1321912153"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""06384759384""},""serviceDate"":{""serviceDate"":""2025-02-03 7:54:00""}}"
7823878223692,2025-02-04 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""7823878223692"",""firstName"":""นิวัดเอ"",""middleName"":"""",""lastName"":""แพน"",""fullName"":""นิวัดเอ แพน"",""sex"":""หญิง"",""birthDate"":""2005-08-28"",""age"":""19 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMainOp"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMain"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช"",""claimCode"":""PP1321912154"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""06384759384""},""serviceDate"":{""serviceDate"":""2025-02-04 7:54:00""}}"
2690231771399,2025-02-05 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""2690231771399"",""firstName"":""นิวัดบี"",""middleName"":"""",""lastName"":""แพน"",""fullName"":""นิวัดบี แพน"",""sex"":""หญิง"",""birthDate"":""2005-08-28"",""age"":""19 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMainOp"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMain"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช"",""claimCode"":""PP1321912155"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""06384759384""},""serviceDate"":{""serviceDate"":""2025-02-05 7:54:00""}}"
3526638611461,2025-02-06 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""3526638611461"",""firstName"":""นิวัดซี"",""middleName"":"""",""lastName"":""แพน"",""fullName"":""นิวัดซี แพน"",""sex"":""หญิง"",""birthDate"":""2005-08-28"",""age"":""19 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMainOp"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMain"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช"",""claimCode"":""PP1321912156"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""06384759384""},""serviceDate"":{""serviceDate"":""2025-02-06 7:54:00""}}"
8645326726262,2025-02-07 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""8645326726262"",""firstName"":""นิวัดดี"",""middleName"":"""",""lastName"":""แพน"",""fullName"":""นิวัดดี แพน"",""sex"":""หญิง"",""birthDate"":""2005-08-28"",""age"":""19 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMainOp"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""hospMain"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""13814"",""hname"":""รพ.ศิริราช"",""claimCode"":""PP1321912157"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""06384759384""},""serviceDate"":{""serviceDate"":""2025-02-07 7:54:00""}}"
7326378481452,2024-11-01 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""7326378481452"",""firstName"":""SITทดสอบC1201"",""middleName"":"""",""lastName"":""เคสที่C1201"",""fullName"":""SITทดสอบC1201 เคสที่C1201"",""sex"":""ชาย"",""birthDate"":""2000-12-01"",""age"":""25 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMainOp"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMain"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว"",""claimCode"":""PP1321912128"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""0990000000""},""serviceDate"":{""serviceDate"":""2024-11-01 7:54:00""}}"
8728211557486,2024-11-01 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""8728211557486"",""firstName"":""SITทดสอบC1201"",""middleName"":"""",""lastName"":""เคสที่C1201"",""fullName"":""SITทดสอบC1201 เคสที่C1201"",""sex"":""ชาย"",""birthDate"":""2000-12-01"",""age"":""25 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMainOp"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMain"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว"",""claimCode"":""PP1321912129"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""0990000000""},""serviceDate"":{""serviceDate"":""2024-11-01 7:54:00""}}"
6518283664322,2024-11-01 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""6518283664322"",""firstName"":""SITทดสอบC1201"",""middleName"":"""",""lastName"":""เคสที่C1201"",""fullName"":""SITทดสอบC1201 เคสที่C1201"",""sex"":""ชาย"",""birthDate"":""2000-12-01"",""age"":""25 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMainOp"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMain"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว"",""claimCode"":""PP1321912130"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""0990000000""},""serviceDate"":{""serviceDate"":""2024-11-01 7:54:00""}}"
4021557143067,2024-11-01 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""4021557143067"",""firstName"":""SITทดสอบC1201"",""middleName"":"""",""lastName"":""เคสที่C1201"",""fullName"":""SITทดสอบC1201 เคสที่C1201"",""sex"":""ชาย"",""birthDate"":""2000-12-01"",""age"":""25 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMainOp"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMain"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว"",""claimCode"":""PP1321912131"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""0990000000""},""serviceDate"":{""serviceDate"":""2024-11-01 7:54:00""}}"
1336508110077,2024-11-01 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""1336508110077"",""firstName"":""SITทดสอบC1201"",""middleName"":"""",""lastName"":""เคสที่C1201"",""fullName"":""SITทดสอบC1201 เคสที่C1201"",""sex"":""ชาย"",""birthDate"":""2000-12-01"",""age"":""25 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMainOp"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMain"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว"",""claimCode"":""PP1321912132"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""0990000000""},""serviceDate"":{""serviceDate"":""2024-11-01 7:54:00""}}"
7345526157720,2024-11-01 7:54:00,"{""statusAuthen"":""TRUE"",""statusMessage"":""พบข้อมูลการ authen"",""personalId"":""7345526157720"",""firstName"":""SITทดสอบC1201"",""middleName"":"""",""lastName"":""เคสที่C1201"",""fullName"":""SITทดสอบC1201 เคสที่C1201"",""sex"":""ชาย"",""birthDate"":""2000-12-01"",""age"":""25 ปี 0 เดือน 0 วัน"",""nationCode"":""099"",""nationDescription"":""ไทย"",""provinceCode"":""17"",""provinceName"":""สิงห์บุรี"",""mainInscl"":""UCS"",""mainInsclName"":""สิทธิหลักประกันสุขภาพแห่งชาติ"",""subInscl"":"""",""subInsclName"":"""",""hospSub"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMainOp"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""hospMain"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว""},""paidModel"":""1"",""serviceHistories"":{""hcode"":""11305"",""hname"":""รพ.บ้านแพ้ว"",""claimCode"":""PP1321912133"",""serviceCode"":"""",""serviceName"":"""",""sourceChannel"":""API"",""tel"":""0990000000""},""serviceDate"":{""serviceDate"":""2024-11-01 7:54:00""}}"
